note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
6704b0fa000000001b02177a,normal,100个赞就从微软离职！你敢赞，我敢走！,"国庆之后第一天上班好无聊，想辞职了，集齐100个赞就离职！！！
	
毕业之后来微软当码农👨‍💻也有四年了，95后P7+
，做AI软件相关开发，头两年对一切都很新奇，现在只觉得每天是在搬砖，每一天都好无聊啊🥱，要不来100个赞，俺直接跑路！
#微软[话题]# #码农[话题]# #互联网大厂[话题]# #离职[话题]# #如何高情商提离职[话题]#  #字节跳动[话题]# #阿里巴巴[话题]#  #大厂求职[话题]# #大厂打工日记[话题]# #程序员[话题]#",,1728360698000,1728372930000,6479acff000000001100290b,微软彭于晏,https://sns-avatar-qc.xhscdn.com/avatar/66ee99ee9595d870d1e1d0bd.jpg,1万+,1千+,1千+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/0b65de909ca7496393ca9d90aa3cc81a/1040g2sg318m8r362jue05p3pljvk8a8bcrcrd9o!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/826c7041dab4ee0ad4cce419fd5bb6e7/1040g2sg318m8r362jueg5p3pljvk8a8bs6l90i0!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/edd02cedcbc08f0ff9456f12822f096d/1040g2sg318m8r362juf05p3pljvk8a8bj6e5su8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/8b5ddfbea64f6101a89e27437cbd6dfe/1040g2sg318m8r362jufg5p3pljvk8a8bgebct4o!nd_dft_wgth_jpg_3","微软,码农,互联网大厂,离职,如何高情商提离职,字节跳动,阿里巴巴,大厂求职,大厂打工日记,程序员",1733808685873,https://www.xiaohongshu.com/explore/6704b0fa000000001b02177a?xsec_token=ABsB_jOHgc3RuLfmOmhciKwKdnEQJK83Vr7_HXNGLbcww=&xsec_source=pc_search,程序员
6719c26a0000000016020888,normal,今天是程序员节🧑‍💻,"穿上我心爱的格子衫
#心动的信号[话题]# #心动的信号7[话题]# #1024程序员节[话题]#",,1729741418000,1729741419000,6155d8fc0000000002022554,彭高,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316olipa13e0g5n51glvlm2gagm4pe38,1万+,1千+,1千+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/aaca7232361c374c78c36ad005bb6438/1040g008319ar76vil4005oalr3u0k9akk18u43g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/aed0703c0c9a56e40d1659f342e1c11e/1040g008319ar76vil40g5oalr3u0k9akh8hvnno!nd_dft_wlteh_jpg_3","心动的信号,心动的信号7,1024程序员节",1733808685876,https://www.xiaohongshu.com/explore/6719c26a0000000016020888?xsec_token=ABzO7KwidWm4YXxB2-AO3ZjT89Vl3yECXayW0U-F3w9wM=&xsec_source=pc_search,程序员
666130e60000000006007e94,normal,左滑还原程序员的刻板印象,"上班是潦草李工
下班是哇噻小哥
#程序员[话题]# #反差[话题]# #见人不如健身[话题]# #宝宝辅食[话题]# #双开门[话题]# #打工人要健身[话题]# #健身喜报[话题]#",,1717645542000,1730633420000,5da2d3b80000000001004d58,文弱李工,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313b50b8cg8005nd2qes08jao0bpjf40,1万+,1千+,1千+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/acb315fea63890bd918bf6afcf6d7e64/1040g2sg313mjeqmihc005nd2qes08jaot9g7k8g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/61bded75135ed7b5ce56424f32e55607/1040g2sg313mjeqmihc0g5nd2qes08jao2h8ncs0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/96105cca5bce420779ea47aa6d788ea7/1040g2sg313mjeqmihc105nd2qes08jao40qukt8!nd_dft_wlteh_jpg_3","程序员,反差,见人不如健身,宝宝辅食,双开门,打工人要健身,健身喜报",1733808685877,https://www.xiaohongshu.com/explore/666130e60000000006007e94?xsec_token=ABxZskNtZ4vWWFrV_3ley6Na95yya4cTyiKKcThOECqw4=&xsec_source=pc_search,程序员
5f537051000000000101ea21,normal,♥两个程序员的日常♥,"嗯…
秃头是会传染的吧…
🥰
@小小黄",,1599303761000,1599303806000,579d865182ec3910f217e966,-谢欣桐-,https://sns-avatar-qc.xhscdn.com/avatar/5fa53a22795e190001436cf6.jpg,1万+,1千+,10+,10+,,"http://sns-webpic-qc.xhscdn.com/202412101331/56e64227726f2dced0b1962af0491bd3/ee06ec78-03ce-3140-9bb9-b5fdaf3ba183!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/21f6e8f349e31768ec79fca8b0e7fb3d/7bbc004e-8b77-3915-a056-46f7482ad2bb!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/ab8829135bbb21908d58ca3939953abb/3eed2a7e-5115-3903-a357-558cad5099e9!nd_dft_wgth_jpg_3",,1733808685879,https://www.xiaohongshu.com/explore/5f537051000000000101ea21?xsec_token=ABCULFANrSlGDdKUh-O3YoZScMAiOT6ZXGFSEcX_H2r0o=&xsec_source=pc_search,程序员
6411ce6f000000001300b4ed,video,公司从大厂挖来的程序员，听说月薪45K，连老板都忌惮三分，今天一不小心看到他的操作，这谁顶得住? #程序员[话题]#  #编程[话题]#,公司从大厂挖来的程序员，听说月薪45K，连老板都忌惮三分，今天一不小心看到他的操作，这谁顶得住? #程序员[话题]#  #编程[话题]#,http://sns-video-bd.xhscdn.com/spectrum/1000g0jg26kan6gkfo0004a64fm910tmr0c9t7og,1678888559000,1678888559000,5b1cd21011be105d92fa76db,大仙&小胖,https://sns-avatar-qc.xhscdn.com/avatar/66167896694174740ddf6998.jpg,1万+,1千+,10+,1千+,,http://sns-webpic-qc.xhscdn.com/202412101331/5ae11b76fc66ed3d83ffc23253845876/spectrum/1000g0k026kaonq2fs0004a64fm910tmrnqecd4o!nd_dft_wlteh_jpg_3,"程序员,编程",1733808685881,https://www.xiaohongshu.com/explore/6411ce6f000000001300b4ed?xsec_token=ABLdhlPMPV9QAJXjbN7qZ04B8eyEzEEbfFWTtz_DIFlnE=&xsec_source=pc_search,程序员
658ab5b100000000120044b4,normal,程序员和设计师的区别,"别的不说，女装这块，属实拿捏。曾经在github上有个开源项目，Dress，好家伙，全是女装大佬的照片，绝对刷新对程序员的刻板印象！[doge]
	
#程序员[话题]# #程序员职业生活大赏[话题]# #编程[话题]# #职场干货[话题]#
#没想到你是这样的程序员[话题]# #职场日常[话题]# #女装大佬[话题]#",,1703589297000,1703589298000,60d608d0000000002002daaa,时长两年半的Java练习生,https://sns-avatar-qc.xhscdn.com/avatar/626bebaa19f912abbb16dd28.jpg,1万+,1千+,10+,10+,,"http://sns-webpic-qc.xhscdn.com/202412101331/8d7d77801d02f5b3b0b32b2f2017ba1e/1040g00830t54ti26406g5o6m13885mlaatte6l8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/8a2d246aed4c99f44ca8c6a5afa8e34f/1040g00830t54ti26405g5o6m13885mlafssqh7g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/e541a6a331d1d5f9fde2fffde9f13dfe/1040g00830t54ti2640505o6m13885mlapu0sjs8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/46446cb968c4126c87f157e1b9607839/1040g00830t54ti26404g5o6m13885mlakn07fsg!nd_dft_wlteh_jpg_3","程序员,程序员职业生活大赏,编程,职场干货,没想到你是这样的程序员,职场日常,女装大佬",1733808685883,https://www.xiaohongshu.com/explore/658ab5b100000000120044b4?xsec_token=ABnJZxkOvRIYWZyrqI1Ps97Q8lNQo1gb8-xtHti-mrxJ4=&xsec_source=pc_search,程序员
6752ffb2000000000201a503,video,满足你对黑客的一切幻想！,﻿#编程[话题]#﻿ ﻿#信息安全[话题]#﻿ ﻿#白帽黑客[话题]#﻿ ﻿#黑客[话题]#﻿ ﻿#黑客技术[话题]#﻿ ﻿#程序员[话题]#﻿ ﻿#计算机[话题]#﻿ ﻿#计算机专业[话题]#﻿ ﻿#代码[话题]#﻿,http://sns-video-bd.xhscdn.com/spectrum/1040g2f031b2nu2dc6q005pq4behi13cvgbb30l0,1733492658000,1733492659000,67445ba30000000008008d9f,程序员猫叔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b039pib72605pq4behi13cvg2n6c5g,1万+,1千+,1千+,10+,湖南,http://sns-webpic-qc.xhscdn.com/202412101331/ca5251f2ac899c57fea585dead5d12d8/217/0/01e752ff8d252d51001000000001939c364f98_0.jpg!nd_dft_wgth_jpg_3,"编程,信息安全,白帽黑客,黑客,黑客技术,程序员,计算机,计算机专业,代码",1733808685884,https://www.xiaohongshu.com/explore/6752ffb2000000000201a503?xsec_token=AB6We42racGdANdO3-Ct3gcfZtn5HuR7EfX7cPAGsvLL0=&xsec_source=pc_search,程序员
66949e78000000000d00e8db,normal,萝卜快跑工程师长什么样,"p2我的周一精神状态
	
#程序员[话题]# #男生[话题]# #我的日常[话题]#",,1721015928000,1721015929000,627a2adb0000000021023343,落雨辰辰,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31147t7e96g005ojq5bdoccq3linqn08,1千+,10+,1千+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/50d57b780d8f70734d3b15b1dcac1c6a/1040g2sg3158qione14005ojq5bdoccq3r6mtkjg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/7fb84fc459dd27fac99cbda87e6c854a/1040g2sg3158qione140g5ojq5bdoccq3v2m00e8!nd_dft_wlteh_jpg_3","程序员,男生,我的日常",1733808685886,https://www.xiaohongshu.com/explore/66949e78000000000d00e8db?xsec_token=AB4xecMkCi85tHE0VttUOG452eKCBrHaVHfjiPfgZJRFc=&xsec_source=pc_search,程序员
653dcee9000000002201cd7c,normal,不想当程序员了，想去当模特可以吗,"但其实吃饭的专业和热爱的行业都不想放弃
所以加倍努力吧!
ps:多睡觉多睡觉小宝们，不然真的会长黑眼圈TvT
#我的日常[话题]# #素颜[话题]##生活[话题]#  #日常生活里的快乐瞬间[话题]# #模特[话题]# #平面模特[话题]# #模特日常[话题]# #程序员[话题]# #日常[话题]#",,1698549481000,1698582433000,60ea6fb40000000001014275,墨白无色,https://sns-avatar-qc.xhscdn.com/avatar/63fe23469993b32d805007d0.jpg,1千+,1千+,1千+,10+,,"http://sns-webpic-qc.xhscdn.com/202412101331/2b7271baf25710f44580e93ff77e70aa/1040g2sg30qq1o2d10mk05o7aduq0agjll3ltr2g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/fb0e1cc003abf274b44403fd3019b054/1040g2sg30qq1o2d10mj05o7aduq0agjl0fr5sq8!nd_dft_wlteh_jpg_3","我的日常,素颜,生活,日常生活里的快乐瞬间,模特,平面模特,模特日常,程序员,日常",1733808685888,https://www.xiaohongshu.com/explore/653dcee9000000002201cd7c?xsec_token=ABQlnW2HeptWP75I2xJKVWayexUAJIRzKOwWPxt-io4fY=&xsec_source=pc_search,程序员
66767c40000000001c029054,normal,程序员笑话,"看着看着就笑不出来了[哭惹R]
#程序员职业生活大赏[话题]# #梗图[话题]# #程序员[话题]# #没想到你是这样的程序员[话题]#",,1719041088000,1719041089000,6455c6f0000000001002b0f7,DevKevin,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31773jislk66g5p2loro45c7nb2o0h68,1千+,1千+,10+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/727ced1ef52f39c7f669d90ad1a1f92a/1040g008314bct2c2mk6g5p2loro45c7nbs9l1no!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/07a1c54df727023d8b1a74d559f32f28/1040g008314bct2c2mk605p2loro45c7nl5bskb8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/4cc7d49d6b1a052d6a0cbe5caabd5242/1040g008314bct2c2mk5g5p2loro45c7nql30tco!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/25fb3a51172e1375d8217e60e5593594/1040g008314bct2c2mk505p2loro45c7na28mph0!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/d62cfcf10fddc3877a7208e9e7edbece/1040g008314bct2c2mk0g5p2loro45c7nfaa84do!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/dc8b974818391b40e5450e6d4a494540/1040g008314bct2c2mk405p2loro45c7n9r21l4o!nd_dft_wlteh_jpg_3","程序员职业生活大赏,梗图,程序员,没想到你是这样的程序员",1733808685889,https://www.xiaohongshu.com/explore/66767c40000000001c029054?xsec_token=ABryC7b9QUBJWJShEAgnICVwT1jtc-hWUiM_a8F_GJ8i0=&xsec_source=pc_search,程序员
